settings.appearance.visual.font.fira	"Fira Code"	"Fira Code"
settings.appearance.visual.font.inter	"Inter"	"Inter"
settings.appearance.visual.font.jetbrains	"JetBrains Mono"	"JetBrains Mono"
settings.appearance.visual.font.lato	"Lato"	"Lato"
settings.appearance.visual.font.opensans	"Open Sans"	"Open Sans"
settings.appearance.visual.font.poppins	"Poppins"	"Poppins"
settings.appearance.visual.font.roboto	"Roboto"	"Roboto"
settings.approvalPatterns.modeAuto	"Auto"	"Auto"
settings.beta.features.ai-v2.name	"AI Chat V2"	"AI Chat V2"
settings.dashboard.widgets.aiInsights	"AI Insights"	"AI Insights"
settings.desktopSounds.sound_pop	"Pop"	"Pop"
settings.emailDigest.cat_marketing	"Marketing"	"Marketing"
settings.emailDigest.format_html	"HTML"	"HTML"
settings.integrations.calendarProviders.outlook	"Outlook"	"Outlook"
settings.notifications.channels.channel.sms	"SMS"	"SMS"
settings.notifications.channels.channel.teams	"Microsoft Teams"	"Microsoft Teams"
settings.notifications.channels.channel.whatsapp	"WhatsApp"	"WhatsApp"
settings.notifications.digest.format_html	"HTML"	"HTML"
settings.notifications.provider.clickup	"ClickUp"	"ClickUp"
settings.notifications.provider.trello	"Trello"	"Trello"
settings.notifications.provider.whatsapp	"WhatsApp"	"WhatsApp"
settings.notifications.sounds.sound_pop	"Pop"	"Pop"
settings.ownership.modules.copilot	"AI / Copilot"	"AI / Copilot"
settings.profile.dateFormats.DD_dot_MM_dot_YYYY	"DD.MM.YYYY (31.12.2024)"	"DD.MM.YYYY (31.12.2024)"
settings.profile.dateFormats.DD_slash_MM_slash_YYYY	"DD/MM/YYYY (31/12/2024)"	"DD/MM/YYYY (31/12/2024)"
settings.profile.dateFormats.MM_slash_DD_slash_YYYY	"MM/DD/YYYY (12/31/2024)"	"MM/DD/YYYY (12/31/2024)"
settings.profile.dateFormats.YYYY_dash_MM_dash_DD	"YYYY-MM-DD (2024-12-31)"	"YYYY-MM-DD (2024-12-31)"
settings.profile.departmentOptions.marketing	"Marketing"	"Marketing"
settings.profile.jobTitleSuggestions.ceo	"CEO"	"CEO"
settings.profile.jobTitleSuggestions.cfo	"CFO"	"CFO"
settings.profile.jobTitleSuggestions.cmo	"CMO"	"CMO"
settings.profile.jobTitleSuggestions.coo	"COO"	"COO"
settings.profile.jobTitleSuggestions.cto	"CTO"	"CTO"
settings.profile.jobTitleSuggestions.manager	"Manager"	"Manager"
settings.profile.timezones.America/Chicago	"Chicago (CST/CDT)"	"Chicago (CST/CDT)"
settings.profile.timezones.America/Denver	"Denver (MST/MDT)"	"Denver (MST/MDT)"
settings.profile.timezones.America/Los_Angeles	"Los Angeles (PST/PDT)"	"Los Angeles (PST/PDT)"
settings.profile.timezones.Australia/Sydney	"Sydney (AEST/AEDT)"	"Sydney (AEST/AEDT)"
settings.profile.timezones.Europe/Berlin	"Berlin (CET/CEST)"	"Berlin (CET/CEST)"
settings.profile.timezones.UTC	"UTC"	"UTC"
settings.regional.currencies.EUR	"Euro"	"Euro"
settings.shortcuts.editor.categories.system	"System"	"System"
settings.shortcuts.presets.sublime.label	"Sublime Text"	"Sublime Text"
settings.shortcuts.presets.vim.label	"Vim"	"Vim"
settings.shortcuts.presets.vscode.label	"VS Code"	"VS Code"
settings.sidebar.notificationsPush	"Push"	"Push"
sharedComponents.raidCanvas.quickActions.dependency.1	"Mock API / stub"	"Mock API / stub"
sharedComponents.raidCanvas.quickActions.issue.2	"Rollback"	"Rollback"
sharedComponents.raidCanvas.raidLog	"RAID Log"	"RAID Log"
showcase.audits.items.adma.fullName	"Advanced Digital Maturity Assessment"	"Advanced Digital Maturity Assessment"
showcase.audits.items.lean-4-0.name	"Lean 4.0"	"Lean 4.0"
showcase.audits.items.siri.fullName	"Smart Industry Readiness Index"	"Smart Industry Readiness Index"
sidebar.aiOs	"AI OS"	"AI OS"
sidebar.mcpIris	"MCP IRIS"	"MCP IRIS"
sidebar.mcpMarketplace	"MCP Marketplace"	"MCP Marketplace"
sidebar.superAdmin	"SuperAdmin"	"SuperAdmin"
statusChip.onboarding	"Onboarding"	"Onboarding"
survey.minutes	"min"	"min"
system.offline	"Offline"	"Offline"
system.online	"Online"	"Online"
templateBuilder.editors.table.minLabel	"Minimum"	"Minimum"
traceability.sourceType.mywork	"MyWork"	"MyWork"
transformationScenarios.metricLabels.tempo	"Tempo"	"Tempo"
valuation.assumptions.wacc	"WACC (%)"	"WACC (%)"
valuation.comps.max	"Max"	"Max"
valuation.comps.min	"Min"	"Min"
valuation.negotiation.pro	"Pro"	"Pro"
valuation.negotiation.qa	"Q&A"	"Q&A"
valuation.results.compsMax	"Max"	"Max"
valuation.results.compsMin	"Min"	"Min"
valuation.results.wacc	"WACC"	"WACC"
views.c	"C"	"C"
views.d	"D"	"D"
views.n	"N"	"N"
welcome.demoTime	"2 min"	"2 min"
welcome.fullTime	"45–60 min"	"45–60 min"
welcome.quickTime	"10 min"	"10 min"
welcome.videoPerson	"Paweł Bochniarz"	"Paweł Bochniarz"
